s,DialogId,turn,Type,ID,text,label,persuasion,Topic,source
687,1479130544147288068,0,HS,1479130544147288068,Nice thing! This is why I hate Indian content creators! Even I'm also Indian but I just don't do this type of stuff. https://t.co/HUqEKzyPQw,0,credibility,Racism,ContextCounter
688,1479130544147288068,1,CN,1479337462681899008," you cant blame every content creator of a whole nation just bcs one guy blocked you,grow up",1,reasons,Racism,ContextCounter
1347,1420763357167202307,0,HS,1420763357167202307,"I fucking hate old people, why does it make you laugh to make a fucking pregnant minor uncomfortable https://t.co/b27PJC9AEO",0,reasons,Other,ContextCounter
1348,1420763357167202307,1,CN,1420766163621933065, ican't believe what I just read?? what the fuck is wrong with them??,1,emotions,Other,ContextCounter
1349,1420763357167202307,2,CN,1420763902602797060, That's so gross honestly. Im so sorry. No one should be laughing and making jokes and being so butthurt like that,1,reasons,Other,ContextCounter
468,1075645141359022081,0,HS,1075645141359022081,  Body shaming or not me I can’t stand fat people... some of them are heartless 😭. One time I was traveling to Akure a fat woman sat beside me or should I say she literally sat on me throughout the trip 😭 my arm was dead when she alighted from the bus 😪,0,credibility,Racism,ContextCounter
469,1075645141359022081,1,CN,1075651285070815232,   LMAO.  U deserved that. Body shame 😂😂😂😂,1,reasons,Racism,ContextCounter
692,349778093088587776,0,HS,349778093088587776,I Hate Fat Girls ....,0,reasons,Sexism,ContextCounter
693,349778093088587776,1,CN,349795197636448256, are u the God who created them? Fear your lord!,1,reasons,Sexism,ContextCounter
1298,1307622847087620096,0,HS,1307622847087620096,"I’m sick of gay vs. straight sodding trans this and that and I really don’t want to hear your whinging and whining when people are revolted either way.  Shut the sod up and get on and lead useful lives.  I don’t care what you are, keep it to your self... twats...",0,reasons,Sexism,ContextCounter
1299,1307622847087620096,1,CN,1307627251438153730," If you think you're sick of hearing it, think how sick many gay and trans people are of living with the hate. Shut up and get on with your life is not a solution to that. STAND UP and defend the innocent. THAT is a solution.",1,reasons,Sexism,ContextCounter
281,1476995560221646851,0,HS,1476995560221646851,"so fucking hilarious people saying “i fumbled” 

she came over at midnight the next day, no dinners no bullshit.

women are stupid, and guys who support the bullshit women say are stupid 

learn game",0,reasons,Sexism,ContextCounter
282,1476995560221646851,1,CN,1477017297873219585, if it really happened then why come to Twitter about it lol,1,reasons,Sexism,ContextCounter
423,1494041355978485762,0,HS,1494041355978485762,"  You misunderstand my point. My point is to make the author of this article say what he means. Tolkien was a huge proponent of interracial marriages (Beren and Luthien, Aragorn and Arwen) -- but what the author really meant to write is, ""I can't stand Black people in my Tolkien.""",0,reasons,Racism,ContextCounter
424,1494041355978485762,1,CN,1494043044437442562,"  I do understand. But Tolkien didn't conceive of those intermarriages as being an analog to interracial marriage in the sense you're talking about. I agree with your larger point, but saying that Tolkien was making that point marriage w/ such plot points is just not correct.",1,reasons,Racism,ContextCounter
710,1513000277644824582,0,HS,1513000277644824582,"I hate a nigga that downplay a bitch or situation he have going on. Like bro, if you fw that bitch.. it's okay! Ain't nobody tripping on you. But don't front on the hoe &amp; act like she ain't nothing to you.",0,reasons,Racism,ContextCounter
711,1513000277644824582,1,CN,1513368739424706566, The way yall speak on women is so disrespectful.,1,reasons,Racism,ContextCounter
712,1513000277644824582,2,CN,1513340142387351557, Damn even if u wanna like this tweet it was so much disrespect to the woman 😂,1,reasons,Racism,ContextCounter
473,1394934451218436098,0,HS,1394934451218436098," Yes I don’t like transgender politics. As for the video, I personally have not checked for the accounts validity. So I don’t know. But if it was yes would think of it as a extreme example. So yes I don’t think its representative of the entire community. To me it was satire.",0,reasons,Racism,ContextCounter
474,1394934451218436098,1,CN,1394938140826095618," Out of curiosity, what about transgender politics bothers you?",1,emotions,Racism,ContextCounter
551,1513635739740815364,0,HS,1513635739740815364,i wish other ppl realized how hateful terf rhetoric about hating men actually prevents trans men from coming out. i had so much internalized hate.,0,reasons,Sexism,ContextCounter
552,1513635739740815364,1,CN,1513868552113172481, Can’t stand TERFs how are you radical but not intersectional?,1,emotions,Sexism,ContextCounter
314,1405670285341302788,0,HS,1405670285341302788," if I’m not gonna watch them on tv for FREE, you think I’m gonna PAY to watch a team with a coach that I don’t like? nigga what 🤔🤔🤔😂😂😂😂 clearly you ain’t getting my point. Luka might not be who he is today without Rick 😅 he had the ultimate green light with him.",0,reasons,Other,ContextCounter
315,1405670285341302788,1,CN,1405670972649361418," You're not getting the point, you clearly not business oriented 🤣 whose name is bigger between the 2, how many jeresys does Rick sell? You're not wrong but you're only seeing 1 end. You forget NBA is Business!",1,reasons,Other,ContextCounter
316,1405670285341302788,2,CN,1405670477289476097, &amp; clearly we’ll have to agree to disagree because you missing the whole point. have a good one 🤞🏽 #SKOL,1,reasons,Other,ContextCounter
279,1409540948070178819,0,HS,1409540948070178819,"Spoke to two women today told they should just change their shift or move to another department or location if they want to avoid their sexual harasser 

I’m so sick of women (through no fault of their own!) being the ones expected to change their lives to avoid these men",0,reasons,Sexism,ContextCounter
280,1409540948070178819,1,CN,1409546457963761670,"  I'm campaigning to update the law and make taking images of breastfeeding without consent illegal. So many responses (on here) saying ""just cover up"" or ""do it at home"". What about the people who think it's appropriate to photograph a woman and her baby?",1,reasons,Sexism,ContextCounter
715,1492281127754682376,0,HS,1492281127754682376,I’m gonna say it I hate Asian parents jokes. Especially when Asians tell Asian parents jokes. Always a 🚩 when an Asian use their parents’ Asianness as the butt of a joke https://t.co/wwzQLtATWJ,0,reasons,Racism,ContextCounter
716,1492281127754682376,1,CN,1492362299935445000," I don’t get the context of any of this. My wife *never* jokes about her mom and dad, certainly not to impress others. That’s a no go area. Is this stuff happening in reality tv or something?",1,reasons,Racism,ContextCounter
717,1492281127754682376,2,CN,1492282481571151875, Mocking Asian parents for white people’s consumption is never okay.,1,reasons,Racism,ContextCounter
666,1221570627720466434,0,HS,1221570627720466434,"Working as a nurse, this is a frustrating thing to watch. With China having lack of resource and nurses under appreciated w civilian frustrated. It will only get worst. #WuhanLockDown #WuhanCoronovirus #wuhanquarantine #wuhanoutbreak #CoronavirusOutbreak #wuhanpnemonia https://t.co/tXCt3FPeSL",0,reasons,Religious,ContextCounter
667,1221570627720466434,1,CN,1221946711268122626, I’m RN too.  The PPE worn in China is not consistent w/ the stated severity of illness publicly reported by anyone.  WHY? What do u think?,1,reasons,Religious,ContextCounter
971,1305660047175942145,0,HS,1305660047175942145," you cannot state a position of ""I hate transgender people"" without prejudice but ok",0,reasons,Sexism,ContextCounter
972,1305660047175942145,1,CN,1305775099543461888,  Accepting biological reality and defending women’s rights does not equate to “hating transgender people”,1,reasons,Sexism,ContextCounter
573,1516680127131828228,0,HS,1516680127131828228," This is why I don't like religious people.

Religion has done more damage than good in the long run🤦",0,reasons,Religious,ContextCounter
574,1516680127131828228,1,CN,1516684424842297345,  So it’s religion that made you vote for buhari for 2 tenures Sir?. Every little chance you people want to blame religion. Hold your voted leaders accountable just like you hold religion,1,reasons,Religious,ContextCounter
277,1361126645369741314,0,HS,1361126645369741314,I can’t stand straight people https://t.co/osAUAftX6s,0,reasons,Sexism,ContextCounter
278,1361126645369741314,1,CN,1361261330058121220, who tf put this on my tl https://t.co/BILuhTeDTD,1,emotions,Sexism,ContextCounter
718,1513880433905258504,0,HS,1513880433905258504,i hate american car culture,0,reasons,Racism,ContextCounter
719,1513880433905258504,1,CN,1513880806946754562,"ok shut up about the word ""american"" being in here",1,reasons,Racism,ContextCounter
475,1503500630714830848,0,HS,1503500630714830848," Bro let me make myself clear why I don't like Islam:
1. Non-Believers are secondary citizens
2. BS Hell and Heaven concept
3. Homophobic
4. God is not merciful and insecure
5. Muslim don't know how to follow Islam
6. No scope of changes!",0,reasons,Religious,ContextCounter
476,1503500630714830848,1,CN,1503501485895729158," Unfortunately, looks like you have no knowledge about Islam, only learned it from anti Muslim websites and Co, feel sorry you, ignorance is bliss. It's like learning about Judaism from the Nazis.",1,reasons,Religious,ContextCounter
